"TRAM","Rang","GEOM_WKT"
"T01413V","25-30 µg/m³","MultiLineString ((430666.46043389 4581472.05687172, 430651.34455412 4581490.96201518))"
"T06200E","20-25 µg/m³","MultiLineString ((432250.50693945 4587406.26206655, 432241.62994116 4587408.29813699))"
"T12249K","20-25 µg/m³","MultiLineString ((430813.82743269 4586840.7090427, 430708.32703621 4586809.92679226))"
"T15660D","15-20 µg/m³","MultiLineString ((424629.20300438 4586467.86850677, 424624.9951499 4586487.94657064, 424626.89818411 4586492.07056268, 424635.14523664 4586497.30350817, 424659.72733752 4586505.55033402, 424665.11936637 4586508.24629723, 424672.89043498 4586515.70024986, 424691.1296509 4586540.44115016, 424699.479732 4586549.42510081))"
"T11108U","20-25 µg/m³","MultiLineString ((428580.40226718 4583715.7321499, 428536.15295037 4583683.07043704))"
"T09173E","20-25 µg/m³","MultiLineString ((432833.78007651 4583615.81773329, 432800.21429052 4583650.75504051))"
"T10696V","20-25 µg/m³","MultiLineString ((426969.99964863 4582778.27797636, 426939.51032812 4582873.96335485))"
"T03467R","25-30 µg/m³","MultiLineString ((428741.6707022 4580317.68471999, 428693.47844678 4580293.8030495))"
"T00186Z","25-30 µg/m³","MultiLineString ((432061.03416677 4581416.29922154, 432075.22422094 4581420.54512058))"
"T19848D","25-30 µg/m³","MultiLineString ((432198.86754064 4581042.5576031, 432223.48195493 4580960.43729029))"
"T16290B","20-25 µg/m³","MultiLineString ((430997.196674 4588155.28674492, 430991.48972908 4588163.72580153))"
"T13320E","25-30 µg/m³","MultiLineString ((431103.46546917 4581782.49703637, 431132.42572833 4581810.70686016))"
"T10243W","25-30 µg/m³","MultiLineString ((432400.22518305 4582139.21576102, 432495.85604503 4582233.2331808))"
"T19673Y","20-25 µg/m³","MultiLineString ((434474.86706038 4585386.32002274, 434491.82421899 4585403.82492241))"
"T06848M","20-25 µg/m³","MultiLineString ((433708.09009453 4586602.17575813, 433477.00787044 4586751.51374391))"
"T18293M","20-25 µg/m³","MultiLineString ((433256.28574785 4586648.23825006, 433250.05695503 4586808.81855236))"
"T18745T","25-30 µg/m³","MultiLineString ((430814.56273692 4581744.96716744, 430779.18852713 4581724.5644042))"
"LRD0005","25-30 µg/m³","MultiLineString ((429535.30602649 4587874.07616907, 429508.44815498 4587866.21433779, 429436.99560059 4587842.6129644))"
"T20275J","20-25 µg/m³","MultiLineString ((433515.61933884 4587728.94100085, 433512.04353077 4587754.98206911))"
"T20941U","25-30 µg/m³","MultiLineString ((428151.77294716 4579678.88621681, 428162.50599871 4579683.50514238, 428169.46001997 4579684.89609168, 428175.95002907 4579684.78004217, 428184.17902679 4579682.80997657, 428193.45101467 4579679.33290072, 428215.47198436 4579670.87172025, 428221.15096936 4579667.74267224, 428230.53893193 4579660.9045903, 428251.16882649 4579642.82340552, 428273.65370985 4579622.88920376, 428285.35965047 4579612.689099, 428293.58861653 4579606.54702695, 428300.1955909 4579601.82896943))"
"T08836Q","25-30 µg/m³","MultiLineString ((432410.29048458 4584806.81574565, 432317.01107231 4584902.92759679))"
"T19561R","20-25 µg/m³","MultiLineString ((432167.26156662 4587637.97706442, 432089.27559324 4587657.40768568))"
"T06224M","20-25 µg/m³","MultiLineString ((432033.69316562 4587348.37261599, 432036.92043794 4587383.65564759))"
"T02517G","25-30 µg/m³","MultiLineString ((431022.83086753 4583824.18475728, 431089.32048354 4583891.65435627))"
"T09006Q","20-25 µg/m³","MultiLineString ((431609.11684264 4584753.3547268, 431592.08295258 4584771.25488275))"
"T20767Y","30-35 µg/m³","MultiLineString ((425491.61337744 4582781.49423356, 425563.55197409 4582845.35078396, 425574.20310896 4582860.93372679))"
"T18246F","25-30 µg/m³","MultiLineString ((432829.50454975 4582100.37445083, 432901.63914169 4582163.64300157, 432915.77624186 4582173.95891033, 432935.26135608 4582185.03877977, 432965.06248909 4582196.50057168, 432995.24561108 4582206.43335837, 433015.87672125 4582216.74921796, 433043.38590589 4582235.47003835, 433092.40234048 4582282.72373962, 433104.12640308 4582288.58565983, 433117.39338835 4582283.95855229))"
"T12965F","20-25 µg/m³","MultiLineString ((431743.37096834 4590546.93986264, 431767.13888119 4590530.58265685, 431779.58085266 4590524.27355266, 431807.43378639 4590509.83131891, 431834.15073272 4590497.28409673))"
"T19090H","25-30 µg/m³","MultiLineString ((432825.92287983 4584117.4635556, 432764.2856307 4584097.18799122))"
"T17494P","20-25 µg/m³","MultiLineString ((431433.56147793 4587776.15683891, 431427.89573214 4587810.8669369))"
"T19539T","15-20 µg/m³","MultiLineString ((424942.44290726 4584544.12411194, 424928.81665772 4584514.07616992, 424924.15243345 4584485.51316189, 424919.1011835 4584453.64715176, 424919.41504599 4584435.48012165))"
"T18471M","25-30 µg/m³","MultiLineString ((427699.24431437 4577708.77659097, 427745.878545 4577729.76526954))"
"T18924U","20-25 µg/m³","MultiLineString ((432632.02595958 4581536.30508092, 432725.81859105 4581732.01467106))"
"T12258L","20-25 µg/m³","MultiLineString ((430404.77002398 4586738.35097603, 430331.42126075 4586784.64660523))"
"T09224Y","20-25 µg/m³","MultiLineString ((433566.62052778 4583526.86805155, 433600.89888029 4583566.29485226))"
"T08674Q","20-25 µg/m³","MultiLineString ((427867.98704787 4585543.04236946, 427881.47517261 4585556.75628868, 427891.27126539 4585567.00523048, 427896.62629855 4585570.28819496, 427902.1893303 4585573.34215748, 427951.92278062 4585622.63885763))"
"T17410V","20-25 µg/m³","MultiLineString ((431100.50126323 4587155.86737466, 431088.78330832 4587164.21747666, 431051.82642077 4587186.62279213))"
"T12236F","20-25 µg/m³","MultiLineString ((430517.4523124 4586621.28593604, 430488.26473707 4586683.35925614, 430492.28584505 4586696.80024716))"
"T02525G","25-30 µg/m³","MultiLineString ((431116.87429478 4583729.78390218, 431182.83089368 4583795.11950201))"
"T08055V","25-30 µg/m³","MultiLineString ((429030.88186007 4583702.04770047, 429022.62697391 4583718.69778859))"
"T17416B","25-30 µg/m³","MultiLineString ((431881.86123728 4584881.33085649, 431904.82463423 4584928.83675454))"
"T05006A","25-30 µg/m³","MultiLineString ((428754.940429 4586204.32367378, 428802.06591159 4586126.31919043, 428807.82885125 4586117.16713194))"
"T13898P","15-20 µg/m³","MultiLineString ((424905.16890461 4584551.43740703, 424903.75392929 4584554.97642321, 424892.66694602 4584559.45851449, 424828.79704858 4584586.08904164, 424794.44707576 4584596.72931953, 424763.77702785 4584596.72955317, 424747.74701253 4584598.00967723, 424723.93709506 4584613.76988265, 424707.45712431 4584621.01001923, 424684.56715646 4584629.95020724, 424669.90716592 4584634.21032541, 424644.26732648 4584660.62056101, 424604.92750277 4584691.92090844, 424590.64751828 4584696.90102482, 424579.5874909 4584695.57110704, 424558.88737787 4584684.95124855, 424539.2672186 4584668.0213722, 424516.06713942 4584662.37154033, 424464.67717007 4584676.98195412, 424447.54716343 4584679.63208866, 424432.56712489 4584677.64219975, 424423.28705493 4584670.34225932, 424398.3067637 4584637.14239898, 424388.3066674 4584626.52245895, 424381.88655649 4584613.2424876, 424381.8864102 4584593.98245821, 424391.16606165 4584546.18231456, 424394.73586299 4584519.29224633, 424391.16578685 4584510.00225934, 424379.74573368 4584505.35233924, 424354.76570474 4584506.68253157, 424338.35574965 4584515.97267076, 424298.38576281 4584525.93299046, 424281.2557058 4584521.95311488, 424254.13569872 4584526.60332859, 424216.30548578 4584506.35358586, 424190.61537498 4584497.05376737, 424154.92532927 4584498.38404129, 424134.94533835 4584503.69420161, 424110.67527018 4584499.71438042, 424094.25518898 4584492.40449435, 424075.69505918 4584479.13461547, 424059.28492256 4584464.52471817, 424059.28491877 4584464.02471741))"
"T05160J","20-25 µg/m³","MultiLineString ((429849.60876528 4586685.4621109, 429845.37294648 4586710.26318273, 429853.70119576 4586741.49216921))"
"T02582P","30-35 µg/m³","MultiLineString ((431554.11221076 4584155.78123858, 431649.69908063 4584250.72565902))"
"T03208A","20-25 µg/m³","MultiLineString ((427892.64450356 4580859.07700972, 427869.87637358 4580846.57916359, 427853.28530405 4580840.79128084))"
"T21093J","25-30 µg/m³","MultiLineString ((432357.83249197 4581398.79694651, 432414.45470291 4581415.06254262))"
"T17235Y","25-30 µg/m³","MultiLineString ((432589.79327678 4588964.44196188, 432574.09027356 4588967.2250852, 432511.4792595 4588978.15757667, 432414.93923311 4588994.3973335))"
"T10168C","20-25 µg/m³","MultiLineString ((432471.02014148 4583040.30160213, 432544.69912462 4583154.6742188))"
"T18881A","25-30 µg/m³","MultiLineString ((431011.3897331 4588424.11406348, 430998.22094124 4588454.277211, 430978.42656003 4588539.98449665))"
"T01512X","25-30 µg/m³","MultiLineString ((431093.87074062 4581556.96776373, 431102.67684184 4581568.49671468, 431117.04502754 4581590.01063879))"
"T06710V","20-25 µg/m³","MultiLineString ((433550.59746211 4587342.37112419, 433520.82039212 4587339.19434454))"
"T16451A","25-30 µg/m³","MultiLineString ((433701.61460975 4583510.35400477, 433709.59356412 4583502.73893277, 433716.34952719 4583496.51687215))"
"T07063R","25-30 µg/m³","MultiLineString ((426176.50112718 4581949.70374298, 426083.73076487 4581920.92340458))"
"T12487W","20-25 µg/m³","MultiLineString ((430854.89921132 4587463.3297235, 430887.18467332 4587517.71856554))"
"T18373L","20-25 µg/m³","MultiLineString ((429110.09022413 4585708.15717663, 429113.42239226 4585729.69318576, 429117.6605457 4585749.10318457))"
"T18403A","20-25 µg/m³","MultiLineString ((431399.96439043 4587771.47908589, 431433.56147793 4587776.15683891))"
"T02410W","25-30 µg/m³","MultiLineString ((429554.31006364 4580727.55317351, 429457.86592552 4580728.88690874))"
"T04894K","20-25 µg/m³","MultiLineString ((429175.1151617 4586083.01528156, 429190.05605924 4586066.42114129))"
"T01704D","25-30 µg/m³","MultiLineString ((429160.64987465 4581440.75426172, 429067.01845453 4581536.08411994))"
"T07755M","20-25 µg/m³","MultiLineString ((429717.05551884 4583912.19379704, 429746.74475606 4583937.34960921))"
"T17582O","20-25 µg/m³","MultiLineString ((431233.42317763 4588701.17782017, 431206.34311674 4588698.69102137))"
"T10674P","20-25 µg/m³","MultiLineString ((427418.73476217 4583491.39865053, 427397.30495077 4583520.59085816))"
"T18045Y","15-20 µg/m³","MultiLineString ((427431.12917726 4588290.43706226, 427426.24446864 4588329.88116175))"
"T21543O","20-25 µg/m³","MultiLineString ((430496.13607952 4587783.46194931, 430639.17314823 4587763.22483392))"
"T12369R","20-25 µg/m³","MultiLineString ((431178.18539174 4587949.00404704, 431121.95359636 4587987.51953399))"
"T15387F","25-30 µg/m³","MultiLineString ((432430.49302264 4587512.49187255, 432436.27391473 4587497.07380433))"
"T18276L","20-25 µg/m³","MultiLineString ((431163.54161632 4581131.54058355, 431200.48593111 4581165.4553557))"
"T11337F","20-25 µg/m³","MultiLineString ((429030.88186007 4583702.04770047, 428978.77038597 4583650.29701846))"
"T08082Y","25-30 µg/m³","MultiLineString ((429358.88812828 4583144.59135682, 429315.72051431 4583204.13177588))"
"T00026K","25-30 µg/m³","MultiLineString ((432309.27427409 4580985.01967818, 432323.73832621 4580988.94357464))"
"T19741T","25-30 µg/m³","MultiLineString ((432239.99024202 4584415.15644109, 432280.80271946 4584469.64121483, 432295.97285281 4584484.09512194))"
"T02310T","25-30 µg/m³","MultiLineString ((431644.67737078 4583106.61695916, 431680.0525682 4583256.90492013))"
"T11304W","25-30 µg/m³","MultiLineString ((427480.48966649 4584387.14054355, 427474.13669485 4584392.16959956, 427462.35772888 4584399.05169971, 427440.09379967 4584412.90989028, 427422.25685577 4584423.93304284, 427413.25789411 4584430.81512181, 427408.49295312 4584439.55017137, 427407.5670211 4584448.68119228, 427409.68521256 4584473.43021373, 427408.75826646 4584480.70923184, 427403.86232123 4584488.91428158))"
"T05971K","25-30 µg/m³","MultiLineString ((432400.93424479 4586359.88326369, 432348.18931541 4586379.95169481))"
"T17342A","20-25 µg/m³","MultiLineString ((428536.81895058 4584997.83642536, 428530.3249158 4584994.5894699, 428523.97886891 4584989.71951087, 428519.84684454 4584987.35853876))"
"T16062R","25-30 µg/m³","MultiLineString ((427781.08911188 4583595.07205033, 427782.21242565 4583636.12510431))"
"T21000O","25-30 µg/m³","MultiLineString ((433160.50608038 4583813.17756105, 433173.53855783 4583873.31855394))"
"T18912Q","25-30 µg/m³","MultiLineString ((427887.37079213 4584583.61274355, 427894.98187205 4584592.56869918, 427899.32697792 4584605.60368586, 427898.70607294 4584618.22570972, 427886.91230324 4584650.91684909, 427876.77334887 4584658.98693852))"
"T02363G","20-25 µg/m³","MultiLineString ((431273.09042247 4582531.27189582, 431180.90800093 4582626.11073856))"
"T10893Y","20-25 µg/m³","MultiLineString ((426317.92533804 4583133.95548386, 426285.2602295 4583126.34572086, 426245.73517435 4583127.16902298, 426207.26319365 4583137.58033178, 426172.14633954 4583163.97563949))"
"T14712U","20-25 µg/m³","MultiLineString ((431469.51836139 4587357.43590156, 431393.32659533 4587403.89155226, 431386.30461758 4587408.26361238))"
"T16691O","25-30 µg/m³","MultiLineString ((433021.27917372 4588730.95232592, 433222.56615827 4588819.71394142))"
"T14723X","30-35 µg/m³","MultiLineString ((430504.4942143 4583317.81791315, 430555.88775295 4583378.18261567))"
"T06248U","20-25 µg/m³","MultiLineString ((432190.11086672 4587540.95373753, 432158.24985755 4587546.24598714))"
"T09617L","25-30 µg/m³","MultiLineString ((433895.87227327 4585399.70142286, 433855.57849881 4585437.64978817))"
"T01233T","20-25 µg/m³","MultiLineString ((430255.71787599 4581219.15259647, 430239.61482306 4581215.47171285, 430214.08870964 4581205.73589156))"
"T00870M","25-30 µg/m³","MultiLineString ((431059.67394639 4581985.79667906, 431040.08106202 4582004.99985682))"
"T21201V","25-30 µg/m³","MultiLineString ((428489.41122883 4584123.76546231, 428484.01431059 4584135.61552138, 428523.29572923 4584182.66529374))"
"T19328K","25-30 µg/m³","MultiLineString ((428982.98760326 4586444.8803221, 428980.91785778 4586478.92539219, 428984.42501752 4586499.30839803, 428991.87719333 4586521.00737594, 429002.61736261 4586541.17132637, 429014.23449343 4586556.07526174))"
"T00494I","25-30 µg/m³","MultiLineString ((431667.45048276 4581932.73799442, 431732.08509466 4581868.52540656))"
"T10089E","20-25 µg/m³","MultiLineString ((434468.23245508 4585307.75694761, 434510.02583521 4585349.4786981))"
"T00424U","20-25 µg/m³","MultiLineString ((431736.33870022 4581684.14509187, 431749.674664 4581676.66597939))"
"T09598Z","30-35 µg/m³","MultiLineString ((433755.92013322 4585541.62070783, 433848.74499755 4585636.90615772))"
"T15663G","20-25 µg/m³","MultiLineString ((429556.77720709 4585482.32441407, 429567.65623449 4585483.72133349, 429581.99921914 4585478.75721633, 429619.78699382 4585441.24386847, 429680.19263658 4585381.66531298, 429691.77652931 4585365.11619823, 429699.77536015 4585341.11909881, 429714.94633563 4585334.77497312, 429744.86449717 4585350.00776982))"
"T17812J","25-30 µg/m³","MultiLineString ((431909.91259869 4581503.87250067, 431929.13462133 4581502.94435364, 431946.50161809 4581498.98721602, 431962.32959076 4581492.17208567, 431969.24256183 4581486.95902531))"
"T09608K","25-30 µg/m³","MultiLineString ((433657.77217891 4585831.60791266, 433592.83157963 4585897.68950922))"
"T10727L","25-30 µg/m³","MultiLineString ((426504.43092281 4583172.80712361, 426501.35205387 4583190.6921744, 426501.87413289 4583200.98818617, 426501.62415443 4583203.87619249))"
"T03034W","25-30 µg/m³","MultiLineString ((428148.65781449 4580057.44182608, 428252.79273202 4580157.22918866))"
"T11058B","20-25 µg/m³","MultiLineString ((427706.06419215 4583752.50286116, 427669.22447297 4583796.96420928))"
"T03355K","20-25 µg/m³","MultiLineString ((427079.99534883 4581004.02041317, 427064.12279166 4581065.60562886))"
"T11437I","20-25 µg/m³","MultiLineString ((428237.65848744 4584735.04730577, 428191.42109546 4584692.94359407))"
"T17181B","25-30 µg/m³","MultiLineString ((431088.83973304 4584713.09360305, 431106.84089629 4584730.89049371))"
"T00228S","25-30 µg/m³","MultiLineString ((432087.30575424 4581488.28913305, 432104.06933183 4581429.27891549))"
"T10793V","25-30 µg/m³","MultiLineString ((427148.06219095 4583471.48368052, 427104.77657711 4583531.14510104))"
"T00409V","25-30 µg/m³","MultiLineString ((431798.29981406 4581686.53062621, 431851.38362771 4581651.21216998))"
"T10512Y","20-25 µg/m³","MultiLineString ((427699.71122934 4582837.53151381, 427820.67771357 4582876.616653))"
"T01464G","25-30 µg/m³","MultiLineString ((431029.93139749 4581393.2119972, 431045.99554257 4581409.03489975))"
"T07652G","20-25 µg/m³","MultiLineString ((426101.39257491 4581101.56700698, 426210.43827567 4581171.67128575))"
"T04778H","25-30 µg/m³","MultiLineString ((431456.83308443 4585870.79762681, 431427.60135622 4585912.66791498))"
"T17776W","20-25 µg/m³","MultiLineString ((428232.9267856 4582144.01939571, 428258.12706598 4582175.80525268))"
"T12010P","20-25 µg/m³","MultiLineString ((431835.2026509 4588904.25758262, 431854.26306033 4588954.35651731))"
"T18909V","20-25 µg/m³","MultiLineString ((432696.73100444 4583634.09479836, 432730.17030101 4583666.31859432))"
"T02069D","25-30 µg/m³","MultiLineString ((430593.00574878 4582844.08652273, 430689.86361454 4582938.23393252))"
"T04395W","20-25 µg/m³","MultiLineString ((431032.58743978 4585607.95041611, 430977.21558998 4585639.10388502))"
"T08646M","20-25 µg/m³","MultiLineString ((428318.32810222 4585854.24343817, 428409.14445687 4585750.35758062))"
"T06058Q","25-30 µg/m³","MultiLineString ((431871.74900718 4586832.48402149, 431775.95788189 4586835.48975134))"
"T02950T","25-30 µg/m³","MultiLineString ((428433.61209714 4580695.67464463, 428439.89114014 4580700.06460366, 428442.56662892 4580763.90968166))"
"T06112F","20-25 µg/m³","MultiLineString ((432532.13084087 4587071.87940376, 432530.90209789 4587106.05146734))"
"T08458K","30-35 µg/m³","MultiLineString ((429549.24535182 4584712.98228623, 429594.54770987 4584750.82399851))"
"T19231C","25-30 µg/m³","MultiLineString ((429107.25088898 4585664.44812824, 429105.32879137 4585651.94212284, 429103.1747319 4585644.52412735, 429094.56047774 4585612.69814195, 429059.8619695 4585552.63530988, 429049.1747347 4585523.79234502))"
"T14713V","20-25 µg/m³","MultiLineString ((433622.98436438 4587050.91211439, 433614.18839277 4587056.44518973, 433572.60153121 4587083.16354683))"
"T12595Z","20-25 µg/m³","MultiLineString ((430445.50714701 4587274.57752287, 430435.96091573 4587245.9885496))"
"T17990A","20-25 µg/m³","MultiLineString ((427994.62042441 4586491.55291966, 427966.57707868 4586583.70927994, 427927.78597565 4586578.05256621, 427897.48204488 4586593.40782134, 427898.66411737 4586602.7378272))"
"T04032Y","25-30 µg/m³","MultiLineString ((427675.16438136 4578382.22582467, 427770.49892692 4578434.86818238))"
"T02253B","25-30 µg/m³","MultiLineString ((431950.06049246 4583192.13777742, 431858.37707018 4583286.71961551))"
"RD0137G","30-35 µg/m³","MultiLineString ((431973.58929536 4588672.35983127, 431974.9991105 4588672.53115214, 431983.84913072 4588673.39108647, 431990.2891454 4588674.01103868, 431992.68915093 4588674.24102088, 432009.90918989 4588675.86089299, 432027.12922885 4588677.48076513, 432038.26925607 4588678.7806828, 432058.23930088 4588680.61053446, 432064.62193845 4588681.62194114))"
"T03578X","25-30 µg/m³","MultiLineString ((429748.47000689 4580417.4212206, 429673.33888089 4580416.02278952))"
"T21235F","25-30 µg/m³","MultiLineString ((428037.38936157 4580942.70003789, 428005.52132496 4580944.35328277))"
"T05637Z","15-20 µg/m³","MultiLineString ((427973.13737249 4587545.40075867, 427957.73344763 4587558.47289662, 427946.56851487 4587569.63399929, 427932.2926351 4587588.42613773, 427920.27774385 4587605.24025582, 427913.6347967 4587613.57631959, 427905.72279726 4587615.26938248, 427895.27175426 4587611.7324564, 427878.60960845 4587595.89755808, 427863.92449676 4587584.16165121, 427851.63742842 4587577.6557344, 427837.93737822 4587573.83483259, 427826.63734567 4587571.85191544, 427814.20533279 4587572.69601138, 427806.71735113 4587576.65007462, 427800.35640228 4587584.7041358, 427795.83245307 4587592.33418233, 427791.02255481 4587606.74824178, 427785.50567151 4587623.28230997, 427783.80476309 4587635.71834263, 427784.08283634 4587645.32935575, 427780.97090539 4587655.08039489, 427775.17496598 4587664.26445355, 427757.36905717 4587679.9456139, 427751.00909869 4587686.72767304, 427738.28623097 4587706.79180165, 427735.0322923 4587715.5528403, 427731.35241401 4587732.37089495, 427727.53053443 4587749.04595045, 427720.88168044 4587769.67803373, 427713.38679516 4587786.35311717, 427705.18590663 4587802.74420554, 427695.71203541 4587821.67930762, 427687.65412462 4587835.10239019, 427681.29121325 4587848.10245919, 427677.18830861 4587861.52751167, 427674.35937811 4587871.27854864, 427670.8244283 4587878.62658717, 427662.62649053 4587888.5166652, 427658.82150868 4587891.69169918, 427652.24953932 4587897.08075772, 427640.43061897 4587910.01086812, 427632.80666802 4587918.04493885, 427623.80772684 4587927.65002253, 427617.39978544 4587936.69508561, 427614.30990233 4587952.75313453, 427613.29192903 4587956.48514818, 427610.04001604 4587968.63319215, 427606.21714076 4587985.87424853, 427605.15120045 4587993.97026945, 427605.35931506 4588009.05229173, 427606.76246504 4588028.55631191, 427606.61161904 4588048.90834526, 427604.91071064 4588061.34437787, 427597.41682324 4588077.73646082, 427574.08812115 4588121.82370804, 427564.89724718 4588140.33480725, 427560.79434684 4588154.32486059, 427557.62646805 4588170.966911, 427525.09270229 4588208.53421792, 427514.91671478 4588212.26530124, 427496.09192253 4588243.52949389, 427487.10003928 4588260.77558955, 427481.44020777 4588284.16466958, 427478.61930895 4588298.09171304, 427452.15941446 4588317.42794491, 427433.09149575 4588332.05711308, 427422.98559288 4588346.94121349, 427368.62575494 4588379.4486784))"
"T17015O","20-25 µg/m³","MultiLineString ((426310.99802673 4584542.22368515, 426313.8780649 4584546.65566995, 426331.13024188 4584566.4075686, 426335.11928481 4584571.23754556))"
"T10113N","25-30 µg/m³","MultiLineString ((433083.16350916 4583359.20945484, 433175.72935486 4583451.69289525))"
"T21135C","20-25 µg/m³","MultiLineString ((429798.49329657 4584786.46049966, 429833.86353369 4584810.42826658))"
"T21386T","20-25 µg/m³","MultiLineString ((433426.29129681 4587609.67348834, 433426.45948953 4587635.05952724, 433426.01809302 4587714.74965668))"
"T21519O","20-25 µg/m³","MultiLineString ((433659.20147412 4587717.574896, 433652.92975688 4587756.14200445))"
"T19285Q","30-35 µg/m³","MultiLineString ((431487.81618559 4585217.19034545, 431509.46138463 4585239.08121681))"
"T15630X","25-30 µg/m³","MultiLineString ((431661.26408473 4581750.01576146, 431670.97305831 4581744.56467957))"
"T12214Z","20-25 µg/m³","MultiLineString ((431039.70470704 4587094.85873778, 431100.50126323 4587155.86737466))"
"T06227P","20-25 µg/m³","MultiLineString ((432045.99106354 4587464.37070708, 432048.17227546 4587491.89373425))"
"T20290I","15-20 µg/m³","MultiLineString ((431966.45766862 4590593.50224475, 431975.39770003 4590595.81018061, 431995.57997672 4590628.13407828, 432000.01002222 4590633.22105268, 432004.76906697 4590638.14302432, 432035.61605889 4590630.75877895))"
"T19922W","20-25 µg/m³","MultiLineString ((430727.09757024 4585555.42664344, 430765.47925239 4585637.738485))"
"T00085V","20-25 µg/m³","MultiLineString ((432351.5762779 4581108.58754782, 432370.02180669 4581042.79930689))"
"T06640Y","20-25 µg/m³","MultiLineString ((433758.84165077 4587588.72193798, 433747.49216512 4587658.86613484))"
"T11006P","25-30 µg/m³","MultiLineString ((426923.73871472 4584507.29596564, 426898.74300316 4584581.91438651))"
"T12526M","20-25 µg/m³","MultiLineString ((430328.08369948 4587371.59456655, 430285.22973491 4587385.05491249))"
"T06339W","20-25 µg/m³","MultiLineString ((432325.80585061 4587775.04608136, 432419.70088304 4587760.16834689))"
"T18548Q","25-30 µg/m³","MultiLineString ((430973.94404967 4581622.06277194, 430973.09819406 4581641.2368077, 430973.97328519 4581653.05281916, 430977.32837796 4581664.57781139, 430983.89247125 4581675.51777841, 430992.49957102 4581686.89573063, 430999.31464395 4581695.10569157))"
"T20054Y","30-35 µg/m³","MultiLineString ((428126.8523211 4585769.27617595, 428118.17317666 4585772.99283219, 428067.21624114 4585791.96325049, 428037.87428441 4585803.69849265))"
"T18865A","25-30 µg/m³","MultiLineString ((432892.73740816 4584699.15993256, 432789.94107218 4584807.21587395))"
"T21387U","20-25 µg/m³","MultiLineString ((433512.04353077 4587754.98206911, 433607.65178849 4587769.52036835))"
"T17094D","15-20 µg/m³","MultiLineString ((430838.93448739 4589218.65462653, 430833.43652598 4589224.87367801, 430831.73857163 4589231.24370093, 430831.73862314 4589238.03771166, 430833.861723 4589250.77571568, 430837.68289312 4589272.43172092, 430842.35404202 4589291.11571503, 430843.20412061 4589301.30672467, 430840.23116749 4589308.10075792, 430833.86219621 4589313.19581423, 430818.15122329 4589319.98994399, 430807.11124796 4589325.51003636, 430793.94729188 4589334.00314951, 430782.90733909 4589342.49524656, 430777.81237623 4589348.44029456, 430775.26443021 4589356.08332592, 430774.41548362 4589363.30234375, 430773.1415428 4589371.36936614, 430774.4156317 4589382.83437458, 430773.56671086 4589393.45039777, 430767.62180784 4589407.46246492, 430760.61583075 4589411.92152504, 430761.6778501 4589414.25652068, 430763.58887562 4589417.2295109, 430804.13930247 4589465.21127933, 430817.44931732 4589464.43917726))"
"T19297U","20-25 µg/m³","MultiLineString ((425863.84112242 4582935.1086358, 425848.16908135 4582932.90775172, 425823.31397784 4582924.36392782, 425808.71392028 4582919.77203192))"
"T01729M","25-30 µg/m³","MultiLineString ((429461.42399274 4581132.03750102, 429556.80185388 4581226.09292016))"
"T03419J","20-25 µg/m³","MultiLineString ((426934.86754019 4580795.22519467, 426933.64843087 4580781.06518207, 426938.24525895 4580757.47111067, 426952.84907346 4580730.04895727))"
"T21086K","25-30 µg/m³","MultiLineString ((430441.77642528 4584804.06363727, 430455.99747686 4584807.95153551, 430487.81457979 4584815.01030536, 430505.20568534 4584825.34318933, 430523.62079635 4584836.18706632, 430529.22983831 4584840.56003047))"
"T11727P","15-20 µg/m³","MultiLineString ((425792.92725567 4585073.28343849, 425797.19650557 4585105.28345457, 425797.6486186 4585120.06147356, 425798.55279361 4585142.89950135, 425801.71790407 4585156.78149832, 425812.5681729 4585189.91946597, 425819.80120801 4585193.05441563, 425827.03519887 4585190.36735644, 425845.11873351 4585125.43512009, 425849.18667478 4585116.8740761))"
"T18752S","20-25 µg/m³","MultiLineString ((431387.40378295 4581766.00486032, 431395.88671944 4581755.92178063))"
"T04505K","25-30 µg/m³","MultiLineString ((430977.21083401 4586067.74757135, 430912.79500491 4586103.48811602))"
"T20064A","25-30 µg/m³","MultiLineString ((433471.82471473 4584490.95923568, 433569.86455471 4584581.56263151))"
"T05283T","25-30 µg/m³","MultiLineString ((429089.24557813 4586551.92168422, 429090.4776351 4586559.19568645, 429094.38668787 4586565.36666654, 429114.95790286 4586589.55754858, 429118.00694903 4586595.03253411, 429120.056126 4586617.99055515))"
"T00624A","25-30 µg/m³","MultiLineString ((431454.09514461 4581800.03240727, 431502.72851205 4581838.49409778))"
"T15671G","25-30 µg/m³","MultiLineString ((431603.53039198 4581802.19227868, 431609.5904639 4581810.42424539))"
"T00337W","25-30 µg/m³","MultiLineString ((431504.42982486 4581352.86134059, 431566.01269404 4581323.10982841))"
"RD0013M",">40 µg/m³","MultiLineString ((431611.9134389 4588636.31476088, 431618.27829051 4588637.36379834, 431636.48834231 4588640.44366522, 431637.15834423 4588640.55366041, 431646.00836913 4588642.04359564, 431654.15839227 4588643.41353622, 431654.68839338 4588643.5035323, 431664.55842126 4588645.12346003, 431676.92774005 4588646.96215124))"
"T21457R","25-30 µg/m³","MultiLineString ((427894.35289644 4578801.44381176, 427955.14222931 4578833.01939895))"
"T14743B","25-30 µg/m³","MultiLineString ((431858.37707018 4583286.71961551, 431763.62466257 4583383.84948062))"
