tipo_establecimiento;tipo_titularidad;municipio_codigo;municipio_nombre;Municipio URIs;direccion_via_codigo;direccion_codigo_postal;direccion_ubicacion;direccion_coordenada_x;direccion_coordenada_y;horario_acceso;codigo_dea
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;058;Fuenlabrada;https://www.wikidata.org/wiki/Q54902;Avda Pablo Iglesias 17  ;28942;CENTRO COMERCIAL PLAZA LORANCA 2. LOCAL ALTAFIT, EN VITRINA PLANT A PRIMERA. C.D. FITNESS LORANCA AGORA SL;429276;4461612;de L a V: de 07h a 22:30h S y D: de 10h a 15h;2020-724
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;080;Majadahonda;https://www.wikidata.org/wiki/Majadahonda;Avda Reyes Católicos 8  ;28220;LOCAL ALTAFIT, EN VITRINA PLANTA BAJA -1 EASY SPORT NEWGYM;426081;4480897;de L a V: de 07h a 22:30h S y D: de 10h a 15h;2020-725
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De La Isla De Java 33 6ª ;28034;LVMH ;442209;4482193;;2018-892
Instalaciones de transporte;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Sirio 34  ;28007;DENTRO DE LA ESTACION DE METRO ESTRELLA, EN EL VESTIBULO ESTRELLA ;443997;4473607;;2019-49
Instalaciones de transporte;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Paseo De Los Artilleros 0  ;28032;DENTRO DE LA ESTACION DE METRO VICALVARO, EN EL VESTIBULO ;448335;4472827;;2019-40
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Titán 15 6ª ;28045;PHARMACEUTICAL PRODUCT DEVELOPMENT ;442266;4471370;;2018-999
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Pública;004;El Álamo;https://www.wikidata.org/wiki/Q1984836;Calle Acceso Campo De Futbol 105  ;28607;;415993;4453371;;2019-2943
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Pública;004;El Álamo;https://www.wikidata.org/wiki/Q1984836;Calle Recepción Tienda Centro Deportivo El Alamo 2  ;28607;;416123;4453342;;2019-2944
Establecimiento dependiente de una Administración Pública;Pública;004;El Álamo;https://www.wikidata.org/wiki/Q1984836;Plaza Recepción Ayuntamiento De El Alamo 1  ;28607;;415720;4453801;;2019-2945
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Pobladura Del Valle 13  ;28037;DESPACHO DE ENFERMERIA CDM PABLO CASALS;447548;4475325;08:15-18:00 L a V / 10:00-19:00 S y D;2020-127
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Valentín Beato 48 B ;28037;HALL ENTRADA JUNTO ASCENSORES ;447358;4476498;24h;2019-2907
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Santa Isabel 44  ;28012;PLANTA BAJ ZONA IZDA. AL LADO PUERTA DPCHO 1 RRHH ;440865;4473475;;2020-214
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Paseo De Las Delicias 61  ;28045;P.B. LADO IZQUIERDO DE TAQUILLA VENTA. AL ALDO GARITA SEGURIDAD ;441162;4472414;;2020-215
Otros;Privada;047;Collado Villalba;https://www.wikidata.org/wiki/Q735759;Ctra De Alpedrete 0  ;28400;ENTRADA- PASILLO IZQUIERDO ;415021;4498736;;2020-226
Otros;Pública;145;Talamanca de Jarama;https://www.wikidata.org/wiki/Q1641021;Calle De La Fuente Del Arca 19  ;28160;ENTRADA ;456881;4510595;;2020-288
Instalaciones de transporte;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Paseo De La Castellana Sn  ;28046;DENTRO DE LA ESTACION DE METRO PLAZA DE CASTILLA PASILLO DE DISTRIBUCION L1, L9, L10;441576;4479796;6:00 A 1:30;2018-2776
Instalaciones de transporte;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Los Emigrantes 0  ;28043;DENTRO DE LA ESTACIÓN DE MAR DE CRISTAL EN EL VESTIBULO PRINCIPAL;445887;4479998;;2018-2678
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Pública;026;Brunete;https://www.wikidata.org/wiki/Q1647090;Calle Estudiantes 3  ;28690;GIMNASIO POLIDEPORTIVO MUNICIPAL JOSE RAMON DE LA MORENA;414858;4472094;8-23:30;2020-344
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;049;Coslada;https://www.wikidata.org/wiki/Q164197;Avda De España 23  ;28821;CENTRO COMERCIAL ZOCOSLADA ;452344;4474658;24H;2020-652
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle Gran Vía 65  ;28013;HALL RECEPCION ESPAHOTEL GRAN VIA CB;439774;4474903;24 horas;2020-653
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Plaza De España 7  ;;HALL DE RECEPCIÓN ESPAHOTEL PLAZA DE ESPAÑA, C.B.;439587;4474884;24 HORAS;2020-654
Centro de trabajo con más de 250 trabajadores;Privada;903;Tres Cantos;https://www.wikidata.org/wiki/Q910410;Calle De Severo Ochoa 2  ;28760;EN EL SERVICIO MEDICO GLAXO SMITH KLINE;439899;4494064;24H;2018-895
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Hermosilla 112 Baja ;28009;EL CORTE INGLÉS OFICINAS CENTRALES;443139;4475206;24 HORAS;2020-655
Centro educativo;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Las Islas Aleutianas 28  ;28035;FUNDACION CNSE ;438211;4481007;;2019-105
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De San Cugat Del Vallés S/n  ;28034;FEDERACION DE TENIS DE MADRID ;440916;4483149;;2019-677
Centro de trabajo con más de 250 trabajadores;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Paseo De La Castellana 147  ;28046;AGENCIA ESTATAL DE ADMINISTRACION TRIBUTARIA ;441419;4479083;DD 7 A 21;2020-664
Centro de trabajo con más de 250 trabajadores;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Lérida 32  ;28020;AGENCIA ESTATAL DE ADMINISTRACION TRIBUTARIA ;440600;4478421;DE 7 A 21 DIAS LABORABLES;2020-665
Instalaciones de transporte;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda De Bruselas 14  ;28028;DENTRO DE LA ESTACIÓN DE METRO LA MORALEJA EN EL VESTÍBULO;446177;4486982;;2018-3039
Centro educativo;Pública;067;Guadalix de la Sierra;https://www.wikidata.org/wiki/Q55482;Cmno De Chozas S/n  ;28794;I.E.S. LUIS GARCÍA BERLANGA (Guadalix de ls Sierra) EN LA CONSERJERÍA, A LA ENTRADA DEL CENTRO;441275;4514767;LUNES A VIERNES 8:30 A 14:30;2017-136
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De La Laguna Del Marquesado 17 Baja ;28021;EN PASILLO DE ACCESO AL FONDO. CERCA DISTRIBUIDOR DE ALMACEN POLÍGONO LA RESINA. LAYHER;440245;4465008;8-18;2018-941
Centros residenciales de mayores con 200 plazas;Pública;092;Móstoles;https://www.wikidata.org/wiki/Q187826;Avda Residencia Parque Coimbra 55 Baja ;28935;;420836;4462386;;2020-37
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Paseo De La Castellana 44  ;28046;SALA 1 JUNTO MÁQUINA DE CAFÉ ;441714;4476168;;2020-257
Otros;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Mauricio Legendre 42  ;28046;AUTOBUS 1 DISPOSITIVO MOVIL;442158;4481299;5-0:30;2020-366
Otros;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Mauricio Legendre 42  ;28046;AUTOBUS 2 DISPOSITIVO MOVIL;442158;4481299;5:00-00:30;2020-367
Otros;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Mauricio Legendre 42  ;28046;AUTOBUS 4 DISPOSITIVO MOVIL;442158;4481299;5-0:30;2020-368
Otros;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Mauricio Legendre 42  ;28046;AUTOBUS 57 E.M.T.;442158;4481299;;2020-406
Otros;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Mauricio Legendre 42  ;28046;AUTOBUS 79 EMT DISPOSITIVO MOVIL;442158;4481299;05:00-00:30;2020-491
Centro educativo;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Alcalá 62  ;28009;CASA ARABE ;442164;4474783;24HORAS;2018-2605
Instalaciones de transporte;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Paseo Dentro De La Estacion De Metro Begoña, En El Pasillo Distribución 0  ;28046;NIVEL -2 A ANDENES ciudad sanitaria l paz;441865;4481285;;2018-3182
Instalaciones de transporte;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle Dentro De La Estacion De Metro Fuencarral, En El Pasillo De Acces 4  ;28034;O ANDENES;441253;4482938;;2018-3037
Instalaciones de transporte;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle Del Retablo De Melisendra 1  ;28034;DENTRO DE LA ESTACION DE METRO TRES OLIVOS, EN EL VESTIBULO ;441541;4479815;;2018-3077
Centro de trabajo con más de 250 trabajadores;Privada;058;Fuenlabrada;https://www.wikidata.org/wiki/Q54902;Calle Del Papel 1  ;28946;SALA DE CONTROL MP01 ;434827;4457991;;2020-743
Centro de trabajo con más de 250 trabajadores;Privada;058;Fuenlabrada;https://www.wikidata.org/wiki/Q54902;Calle Del Papel 1  ;28946;SALA DE CONTROL PLANTA DE ENERGÍA ;434827;4457991;;2020-744
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda De Manoteras 32 0 ;28050;PROMOCIONES SAN SOTERO ;443590;4482121;;2019-103
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle Vía De Los Poblados 1 5ª ;28033;PARQUE EMPRESARIAL MERLIN. EDIFICIO ALVENTO UNITED PARCEL SERVICE ESPAÑA, LTD Y CIA S.R.C.;446225;4480932;;2018-983
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Paseo De La Castellana 259  ;28046;KPMG ASESORES ;441735;4481057;;2018-2628
Otros;Privada;112;Pinilla del Valle;https://www.wikidata.org/wiki/Q1980517;Plaza Hallentrada 1  ;28749;;431095;4530908;9:00 A 15:00 L a V;2019-2965
Otros;Privada;022;Boadilla del Monte;https://www.wikidata.org/wiki/Q1641013;Calle Hall Club Social 1  ;28660;;422154;4475808;24 h;2020-5
Otros;Privada;022;Boadilla del Monte;https://www.wikidata.org/wiki/Q1641013;Calle Río Tajo 1  ;28669;VEHICULO PERSONAL ;422154;4475808;24 H;2020-6
Centro de trabajo con más de 250 trabajadores;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle Del Príncipe De Vergara 140 Baja ;28002;PLANTA BAJA JUNTO CONTROL VIGILANCIA ESQUINA CALLE CARTAGENA Nº 178;442618;4477291;;2020-7
Otros;Privada;040;Ciempozuelos;https://www.wikidata.org/wiki/Q1751930;Calle Del Castaño 8  ;28350;A LA DERECHA-PUERTA ASEO MUJERES, BAJO LECTOR FICHAJE POLIGONO INDUSTRIAL SENDILLA;444079;4442959;;2020-186
Instalaciones de transporte;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Amparo Usera 46  ;28026;DENTRO ESTACIÓN DE USERA EN VESTÍBULO AMPARO USERA;440025;4470954;;2018-3157
Otros;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Mauricio Legendre 42  ;28046;AUTOBUS 12 DISPOSITIVO MOVIL;442158;4481299;05:00-00:30;2020-376
Otros;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Mauricio Legendre 42  ;28046;AUTOBUS 17 DISPOSITIVO MOVIL;442158;4481299;05:00-00:30;2020-387
Instalaciones de transporte;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Palas De Rey 38  ;28050;DENTRO DE LA ESTACION DE METRO DE LAS TABLAS, EN EL VESTIBULO FRENTE A CALLE PALAS DE REY. METRO DE MADRID;443328;4484487;;2018-2971
Otros;Privada;123;Rivas-Vaciamadrid;https://www.wikidata.org/wiki/Q644481;Calle Manuel Azaña 14  ;28521;ENFERMERIA ;456364;4465003;;2020-666
Otros;Privada;053;Daganzo de Arriba;https://www.wikidata.org/wiki/Q1772173;Cmno De Algete Y La Cocinilla 0  ;28814;GARITA CONTROL ASOCIACION DEPORTIVA CULTURAL DAGANZO;460515;4490974;;2020-670
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle Del General Ricardos 36  ;;LOCAL INVESTING SMART SL;438904;4471926;de L a V: de 7h a 22:30H, S de 10h a 20h D de 10h a 15h;2020-671
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Bravo Murillo 120  ;;LOCAL ONE FIT SL;440346;4477795;de L a V: de 7h a 22H, S de 10h a 20h D de 10h a 15h;2020-672
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda Del Brasil 28  ;28020;LOCAL EXTERIOR EN PLAZA PÚBLICA BUENA VISIBILIDAD ONE FIT SL;441241;4478724;de L a V: de 7h a 22H, S de 10h a 20h D de 10h a 15h;2020-673
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;005;Alcalá de Henares;https://www.wikidata.org/wiki/Q46940;Calle Valladolid 0  ;28804;CENTRO COMERCIAL EL VAL PLANTA PRIMERA EASY SPORT RIVAS SL;470518;4481650;de L a V: 7h a 22:30h S: de 9h a 20hD: de 10h a 15h;2020-674
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Mauricio Legendre 16  ;28046;PASILLO CENTRAL OFICINAS FRENTE A MÁQUINAS VENDING OFICINAS CORPORATIVAS HOTEL MELIÁ;441874;4480358;;2019-2644
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De José Ortega Y Gasset 25 2 C;28006;QUABBALA ABOGADOS Y ECONOMISTAS ;441957;4475761;09:00 - 18:00;2020-678
Centro educativo;Pública;007;Alcorcón;https://www.wikidata.org/wiki/Q10372;Calle Del Parque Grande 7  ;28924;ESCUELA OFICIAL DE IDIOMAS ALCORCÓN ;431185;4466980;;2017-50
Otros;Privada;172;Villalbilla;https://www.wikidata.org/wiki/Q1646224;Calle Escocia S/n  ;28810;C.P. PEÑAS ALBAS VISEGUR S.A.;469498;4477601;;2020-679
Grandes establecimientos comerciales con una superficie superior a 2500 m2;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De La Fuente Del Berro 14 Baja ;28009;OFICINAS CENTRALES EL CORTE INGLÉS;443078;4475243;24 H;2020-683
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Medina De Pomar 27 4ª ;28042;PLANTA 4ª HAYA REAL ESTATE;450384;4478257;;2018-1950
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Paseo De Recoletos 3  ;28004;GREYNVER ;441303;4474863;;2018-2488
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda De Los Hermanos García Noblejas 43  ;;LOCAL ALTAFIT EASY SPORT NEWGYM SL;446302;4475838;"de L a V: de 07h a 22h; S y D de 10h a 15h";2020-686
Instalaciones de transporte;Pública;073;Humanes de Madrid;https://www.wikidata.org/wiki/Q281632;Calle Estación Cercanías Humanes 0  ;28970;;429535;4456467;;2019-2870
Instalaciones de transporte;Pública;005;Alcalá de Henares;https://www.wikidata.org/wiki/Q46940;Calle Estación Cercanías La Garena 0  ;28806;;466708;4481142;;2019-2872
Instalaciones de transporte;Pública;148;Torrejón de Ardoz;https://www.wikidata.org/wiki/Q489839;Paseo Estación Torrejón De Ardoz 0  ;28850;;459317;4478326;;2019-2873
Instalaciones de transporte;Pública;161;Valdemoro;https://www.wikidata.org/wiki/Q840373;Paseo Estación Cercanías Valdemoro 0  ;28341;;443411;4449735;;2019-2876
Centro educativo;Pública;068;Guadarrama;https://www.wikidata.org/wiki/Q517450;Calle Los Escoriales 11  ;28440;FRENTE CUARTO MÉDICO COLEGIO VILLA;407980;4502323;9-17;2020-145
Establecimiento dependiente de una Administración Pública;Pública;068;Guadarrama;https://www.wikidata.org/wiki/Q517450;Calle Romero 3  ;28440;EN VEHICULO PROTECCIÓN CIVIL GUADARRAMA ;408749;4501639;24;2020-146
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle Del Doctor Esquerdo 31  ;28028;COMUNIDAD PROPIETARIOS ;443297;4475152;09:00-14:00 / 17:00-20:00;2020-381
Otros;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Mauricio Legendre 42  ;28046;AUTOBUS 151 E.M.T.;442158;4481299;;2020-524
Otros;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Mauricio Legendre 42  ;28046;AUTOBUS 150 E.M.T.;442158;4481299;;2020-525
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Paseo De La Castellana 259  ;28046;AMAZON WEB SERVICES EMEA SARL ;441728;4480780;HORARIO OFICINA;2020-570
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Sevilla 3 0 ;28014;Vestíbulo central lobby del hotel con doble acceso por C/ Sevilla 3 y C/Alcalá14;440586;4474292;24/7 los 365 dias del año;2020-593
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Serrano 187  ;28002;EN LA RECEPCIÓN. A LA ENTRADA DEL EDIFICIO RAE GESTIÓN S.L.;442143;4477994;L A V  9.30-19.30;2018-915
Centro de trabajo con más de 250 trabajadores;Privada;115;Pozuelo de Alarcón;https://www.wikidata.org/wiki/Q639422;Ctra De Las Dos Castillas 33  ;28223;EDIFICIO ATICA 4 MERLINN PROPETIES SOCIMI SA.;433320;4476953;;2020-771
Otros;Privada;006;Alcobendas;https://www.wikidata.org/wiki/Q487679;Calle De Valgrande 6 2 ;28108;SERVICIO MÉDICO 2ª PLANTA ;445056;4487532;24H;2020-775
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Juan Esplandiu 11  ;28007;MERLIN PROPERTIES SOCIMI S.A. ;443633;4474406;;2020-778
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle  13  ;28007;;443617;4474367;;2020-791
Centro educativo;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Arenas De Iguña 1  ;28038;ESCUELA INFANTIL ;445121;4471426;DE 8 A 17 HORAS;2018-1685
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Omega 42  ;28032;C.P. ALTO MADRID ;448834;4472310;;2020-792
Otros;Privada;058;Fuenlabrada;https://www.wikidata.org/wiki/Q54902;Calle Del Cincel 1  ;28947;POLIGONO INDUSTRIAL LA CANTUEÑA ;435542;4458107;7-21;2020-794
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De La Ribera Del Loira 4  ;28042;GARITA SEGURIDAD SEGUROS SANTA LUCIA;439556;4475016;;2020-802
Centro educativo;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Fuencarral 123 1ª ;28010;DUKE UNIVERSITY IN MADRID ;440346;4475793;SEGÚN HORARIO CENTRO;2018-2369
Instalación, centro o complejo deportivo con más de 500 usuarios diarios;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda De Los Prunos 100  ;28042;con la calle Petunia. Entrada AQA LOS PRUNOS;447542;4478312;;2018-2089
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Labastida 10  ;28034;SOLUCIONES EMPRESARIALES DE GESTIONINMOBILIARIA 2007 ;441751;4482318;;2020-803
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Cmno De Las Yeserías 45  ;28005;ARNALDO HOSTELERIA ;440047;4472140;;2019-940
Instalaciones de transporte;Pública;045;Colmenar Viejo;https://www.wikidata.org/wiki/Q55480;Paseo Estación Cercanías Colmenar Viejo 0  ;28770;;434306;4499662;;2019-2842
Instalaciones de transporte;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle Estación San Cristobal De Los Ángeles 0  ;28021;;441909;4465975;;2019-2843
Instalaciones de transporte;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Ctra Estación Cercanías El Goloso 0  ;28049;;439557;4490018;;2019-2844
Otros;Pública;092;Móstoles;https://www.wikidata.org/wiki/Q187826;Calle Fragua 13  ;28933;VEHICULO POLICIA MUNICIPAL M-2 3553-JVD ;426892;4466060;;2019-2919
Otros;Pública;092;Móstoles;https://www.wikidata.org/wiki/Q187826;Calle Fragua 13  ;28933;VEHICULO POLICÍA MUNICIPAL M-34 6750-JVC ;426892;4466060;;2019-2920
Otros;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle Puerta Del Centro De Día 8  ;28053;;443250;4469673;8:00-19:30;2020-92
Otros;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle Puerta Principal, Pasado Puerta De Cristal Pared Izda 6  ;28018;;445305;4470716;8-20 H;2020-93
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle Gran Vía 43  ;28013;9 PLANTA SALIDA DE COCINA A ESCALERAS DE SERVICIO ;439931;4474797;;2020-147
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Ctra De Villaverde A Vallecas 3,500 Baja ;28053;PATIO INTERIOR EDIFICIO OFICINAS ;444539;4468573;24H;2020-158
Instalaciones de transporte;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Paseo De La Castellana 125  ;28046;DENTRO ESTACION DE METRO CUZCO PASILLO DISTRIBUCION NIVEL 2 ACCESO ANDENES L10;441467;4478857;DE 6:00 A 1:30;2018-2778
Otros;Privada;075;Loeches;https://www.wikidata.org/wiki/Q1646206;Ctra De M-225 (torrejón De Ardoz-torres De La Alameda) 0  ;28890;EN EDIFICIO DE VESTUARIOS Y COMEDOR, EN LA SALA DE BOTIQUIN. VITR INA, SECADO TÉRMICO LOECHES 3 UTE;465233;4473846;24H/365D;2020-689
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Plaza De Manuel Gómez-moreno 2 Baja ;28020;EDIFICIO ALFREDO MAHOY MUTUA MUTUA MADRILEÑA AUTOMOVILISTA;441140;4477784;24 H;2017-429
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Albasanz 25 3ª ;28037;TRC INFORMÁTICA S.L. ;446572;4476507;24H;2018-985
Otros;Privada;014;Arganda del Rey;https://www.wikidata.org/wiki/Q497692;Calle Alicante 8  ;28500;HC CLOVER PS SL ;461026;4461992;;2020-696
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Lérida 61  ;28020;ORBIS TECNOLOGÍA ELÉCTRICA SA ;440639;4478649;7:00 A 15:00 DE LUNES A JUEVES;2019-2198
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Paseo De La Castellana 202 8ª ;28046;JUNTO A ESCALERAS CBRE REAL STATE S.A.;441572;4479296;24 H;2019-2
